Name,TN,TP,FN,FP,Sensitivity,Specificity,Accuracy,Precision,F1-Score,PositivePredictiveValue,NegativePredictiveValue,MatthewsCorrelation,LogLoss
MaxEntScan_ref,225,24,21,191,0.5333333333333333,0.5408653846153846,0.5401301518438177,0.11162790697674418,0.1846153846153846,0.11162790697674418,0.9146341463414634,0.044143070655674584,15.883673142798768
MetaLR_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
MetaSVM_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
MutPred_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
MutationTaster_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
MutationAssessor_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
PROVEAN_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
PolyPhen,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
REVEL_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
SIFT,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
TSL,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
VEST4_score,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
ada_score,352,38,7,64,0.8444444444444444,0.8461538461538461,0.8459869848156182,0.37254901960784315,0.5170068027210885,0.37254901960784315,0.9805013927576601,0.4937772891442438,5.319532100377854
Consequence_3_prime_UTR_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_5_prime_UTR_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_TF_binding_site_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_downstream_gene_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_frameshift_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_inframe_deletion,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_inframe_insertion,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_intergenic_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_intron_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_missense_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_non_coding_transcript_exon_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_protein_altering_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_regulatory_region_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_splice_acceptor_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_splice_donor_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_splice_region_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_start_lost,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_stop_gained,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_stop_lost,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_stop_retained_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_synonymous_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
Consequence_upstream_gene_variant,416,0,45,0,0.0,1.0,0.9023861171366594,0.0,0.0,,0.9023861171366594,0.0,3.371464073255924
RandomForest,327,42,3,89,0.9333333333333333,0.7860576923076923,0.8004338394793926,0.32061068702290074,0.47727272727272724,0.32061068702290074,0.990909090909091,0.47339680243318083,6.892925363347224
SupportVectorMachine,410,32,13,6,0.7111111111111111,0.9855769230769231,0.9587852494577006,0.8421052631578947,0.7710843373493975,0.8421052631578947,0.9692671394799054,0.7518466892845583,1.4235174600604867
MultilayerPerceptron,412,34,11,4,0.7555555555555555,0.9903846153846154,0.9674620390455532,0.8947368421052632,0.8192771084337349,0.8947368421052632,0.9739952718676123,0.8049982494379369,1.123828295690632
