Name,TN,TP,FN,FP,Sensitivity,Specificity,Accuracy,Precision,F1-Score,PositivePredictiveValue,NegativePredictiveValue,MatthewsCorrelation,LogLoss
MPC_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
MVP_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
MaxEntScan_alt,236,4,7,102,0.36363636363636365,0.6982248520710059,0.6876790830945558,0.03773584905660377,0.06837606837606837,0.03773584905660377,0.9711934156378601,0.023502663027249227,10.787416005682363
MaxEntScan_diff,280,4,7,58,0.36363636363636365,0.8284023668639053,0.8137535816618912,0.06451612903225806,0.1095890410958904,0.06451612903225806,0.975609756097561,0.08778225356260837,6.432856281719616
MaxEntScan_ref,237,4,7,101,0.36363636363636365,0.7011834319526628,0.6905444126074498,0.0380952380952381,0.06896551724137932,0.0380952380952381,0.9713114754098361,0.02469293920462772,10.688448739228665
MetaLR_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
MetaSVM_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
MutPred_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
MutationTaster_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
MutationAssessor_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
PROVEAN_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
PolyPhen,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
REVEL_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
SIFT,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
TSL,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
VEST4_score,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
ada_score,266,0,11,72,0.0,0.7869822485207101,0.7621776504297995,0.0,0.0,0.0,0.9602888086642599,-0.09197384784221659,8.214257913445733
Consequence_3_prime_UTR_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_5_prime_UTR_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_TF_binding_site_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_downstream_gene_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_frameshift_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_inframe_deletion,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_inframe_insertion,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_intergenic_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_intron_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_missense_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_non_coding_transcript_exon_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_protein_altering_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_regulatory_region_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_splice_acceptor_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_splice_donor_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_splice_region_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_start_lost,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_stop_gained,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_stop_lost,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_stop_retained_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_synonymous_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
Consequence_upstream_gene_variant,338,0,11,0,0.0,1.0,0.9684813753581661,0.0,0.0,,0.9684813753581661,0.0,1.0886147287794208
RandomForest,251,11,0,87,1.0,0.742603550295858,0.7507163323782235,0.11224489795918367,0.20183486238532108,0.11224489795918367,1.0,0.28870999242680556,8.610152181471795
SupportVectorMachine,242,11,0,96,1.0,0.7159763313609467,0.7249283667621776,0.102803738317757,0.1864406779661017,0.102803738317757,1.0,0.2713024942954606,9.500857579555085
MultilayerPerceptron,273,7,4,65,0.6363636363636364,0.8076923076923077,0.8022922636103151,0.09722222222222222,0.16867469879518074,0.09722222222222222,0.9855595667870036,0.1917283116003783,6.828732220864755
