Name,TN,TP,FN,FP,Sensitivity,Specificity,Accuracy,Precision,F1-Score,PositivePredictiveValue,NegativePredictiveValue,MatthewsCorrelation,LogLoss
Consequence_splice_region_variant,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
Consequence_start_lost,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
Consequence_stop_gained,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
Consequence_stop_lost,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
Consequence_stop_retained_variant,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
Consequence_synonymous_variant,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
Consequence_upstream_gene_variant,222,0,82,0,0.0,1.0,0.7302631578947368,0.0,0.0,,0.7302631578947368,0.0,9.316380474943012
RandomForest,157,76,6,65,0.926829268292683,0.7072072072072072,0.7664473684210527,0.5390070921985816,0.6816143497757848,0.5390070921985816,0.9631901840490797,0.5642795327120343,8.066793085104017
SupportVectorMachine,154,80,2,68,0.975609756097561,0.6936936936936937,0.7697368421052632,0.5405405405405406,0.6956521739130435,0.5405405405405406,0.9871794871794872,0.5943103861425872,7.953186579832241
MultilayerPerceptron,181,62,20,41,0.7560975609756098,0.8153153153153153,0.7993421052631579,0.6019417475728155,0.6702702702702702,0.6019417475728155,0.900497512437811,0.5358173781468422,6.930585998632203
