Name,TN,TP,FN,FP,Sensitivity,Specificity,Accuracy,Precision,F1-Score,PositivePredictiveValue,NegativePredictiveValue,MatthewsCorrelation,LogLoss
MANE,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MPC_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MVP_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MaxEntScan_alt,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MaxEntScan_diff,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MaxEntScan_ref,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MetaLR_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MetaSVM_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MutPred_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MutationTaster_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
MutationAssessor_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
PROVEAN_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
PolyPhen,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
REVEL_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
SIFT,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
TSL,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
VEST4_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
ada_score,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_3_prime_UTR_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_5_prime_UTR_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_TF_binding_site_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_downstream_gene_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_frameshift_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_inframe_deletion,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_inframe_insertion,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_intergenic_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_intron_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_missense_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_non_coding_transcript_exon_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_protein_altering_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_regulatory_region_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_splice_acceptor_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_splice_donor_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_splice_region_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_start_lost,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_stop_gained,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_stop_lost,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_stop_retained_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_synonymous_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
Consequence_upstream_gene_variant,26,0,43,0,0.0,1.0,0.37681159420289856,0.0,0.0,,0.37681159420289856,0.0,21.524164999726942
RandomForest,1,43,0,25,1.0,0.038461538461538464,0.6376811594202898,0.6323529411764706,0.7747747747747747,0.6323529411764706,1.0,0.15595277159552434,12.514339127659738
SupportVectorMachine,11,29,14,15,0.6744186046511628,0.4230769230769231,0.5797101449275363,0.6590909090909091,0.6666666666666666,0.6590909090909091,0.44,0.09828998155902748,14.516471150925545
MultilayerPerceptron,12,11,32,14,0.2558139534883721,0.46153846153846156,0.3333333333333333,0.44,0.3235294117647059,0.44,0.2727272727272727,-0.2849507722261714,23.026013167100203
