Name,TN,TP,FN,FP,Sensitivity,Specificity,Accuracy,Precision,F1-Score,PositivePredictiveValue,NegativePredictiveValue,MatthewsCorrelation,LogLoss
MutationTaster_score,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
MutationAssessor_score,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
PROVEAN_score,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
PolyPhen,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
REVEL_score,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
SIFT,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
TSL,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
VEST4_score,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
ada_score,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_3_prime_UTR_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_5_prime_UTR_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_TF_binding_site_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_downstream_gene_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_frameshift_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_inframe_deletion,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_inframe_insertion,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_intergenic_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_intron_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_missense_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_non_coding_transcript_exon_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_protein_altering_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_regulatory_region_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_splice_acceptor_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_splice_donor_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_splice_region_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_start_lost,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_stop_gained,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_stop_lost,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_stop_retained_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_synonymous_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
Consequence_upstream_gene_variant,1841,0,3,0,0.0,1.0,0.9983731019522777,0.0,0.0,,0.9983731019522777,0.0,0.05619106788759972
RandomForest,1189,3,0,652,1.0,0.645844649646931,0.6464208242950108,0.004580152671755725,0.009118541033434652,0.004580152671755725,1.0,0.054388115407867664,12.21247480857172
SupportVectorMachine,1189,3,0,652,1.0,0.645844649646931,0.6464208242950108,0.004580152671755725,0.009118541033434652,0.004580152671755725,1.0,0.054388115407867664,12.21247480857172
MultilayerPerceptron,1351,3,0,490,1.0,0.7338403041825095,0.7342733188720173,0.006085192697768763,0.012096774193548387,0.006085192697768763,1.0,0.06682484313741271,9.178086896012491
